1092,Stopping working after two use,This is the worst product I've ever bought.
1093,Did not work from day 1!!!!,Did not work from day 1! Not eligible for return or refund!!! Dollar Tree has better return policies that that!!! I am beyond furious about this!!!!
1094,Quiet and powerful,"I love this humidifier. It's a perfect size to fit on a side table, it's nearly silent and it puts out a ton of mist. I bought this to use in my tropical plant room and it brings the room up to 70-75% humidity easily. A full water tank will run for almost 48 straight hours. It's super easy to fill and clean. I've only been using it for a few days but thus far I am impressed"
1095,A real powerhouse!,This really puts out alot of cool mist.  Perfect for our large bedroom. I use it on the medium setting and it goes thru 1/2 gal every night! Really helps my dry eyes and nose!
1096,Leaks.,Flooded my floors twice. No idea how - it¡¯s like it gets too much water inside the main part and just all leaks out afterwards. I suggest you empty the water before adding new water.
1097,Doesn¡¯t turn on,"I ordered my humidifier and it doesn¡¯t power on. The outlet has power and when I plug it in the humidifier briefly lights up, but when I hit the power button nothing happens. I will be returning it."
1098,The humidifier float doesn¡¯t work correctly do not buy,"This humidifier has issues with the float, it doesn¡¯t lift the valve to allow water to fill lower tank I¡¯ve had 1 week and have been dealing with the issue"
1099,whisper quiet!,"Very pleased with this unit; is humidifying a room of about 100 SF with three large windows, and is keeping it at 65% for my rare tropical plant collection."
1100,Great humidifier,I¡¯m a lash artist and this is perfect for adjusting my humidity in my work environment!
1101,10/10,"So far I¡¯ve been using it about 2 weeks & love it.. easy to setup, easy to clean, easy to put water plus easy access to control from my phone.. literally doesn¡¯t make any noise & the night light feature & timer come in handy.."
1102,Excellent!!,This is exactly what I hoped it would be! I bought 2 for 2 large rooms. In just a few short minutes I had both humidifiers connected to my phone and running. Very customizable with a lot of options. The app is very well designed and allows me to control all of the aspects of the humidifiers in an easy to use interface. Cleaning is vey simple with only one small area that is a bit difficult for a standard dish brush to scrub clean. Overall I found this to be a perfect solution for humidifying a couple rooms.
1103,I bought 2 of these for our move to a drier area,"We recently moved from a relatively humid area to an area that is much drier, so I bought two of these for use in our bedrooms to help the transition.

Pro
-  Easy to fill.  Just lift off the water container and carry to the sink, fills from the top.  It can drip if it was not entirely empty.
- Lasts for several days.  Even living somewhere where it is running for 6-8 hours a day I only need to refill every 3-4 days.
- Lets out a nice mist that can be directed.  I have it fall right onto my face while I sleep.
- The ability to schedule on/off times using the wifi is nice.  I have it scheduled to turn on around the time I go to bed and turn off in the morning without my having to do anything.

Con (none of which are all that bad)
- The essential oil option is isn't great.
  - It is very subtle.  I liberally apply oils to the pad and I don't smell them unless I literally stick my face directly into the mist.
  - I've noticed a film of oil collects on top of the unit and on the nearby surfaces.
  - The essential oil plug is on the back of the unit, which can make reaching it a little awkward.
- It does make the air feel noticeably cooler and I will often feel a 'draft' in the middle of the night and realize it is the unit turning on.  This isn't bad, but may disturb those sensitive to drafts.

Note, I also purchased small drop-ins that control mold and mildew.  I recommend the same.  The mold/mildew buildup has been minimal."
1104,Great Smart Humidifier!,"I purchased a few of these to have in each of our bedrooms during the winter months, and so far they have been great! The setup was super easy, I love the smart app and ability to set a schedule (we only have it turn on at night while sleeping, and it's set up to only operate as needed based on the humidity levels in each room). Super convenient, and so far the results have definitely been noticeable. I don't wake up with dry, sore sinuses or throat, even when the heat kicks on (we have a gas furnace). Definitely worth the price!

By the way - we've had these for roughly 2 weeks, and none of the basins have had to be refilled. In fact, they aren't even halfway empty yet!"
1105,lasted 5 months and stopped working. No customer support available. Buyer Beware,"Noise level, sleep mode, and easy cleaning I gave 4 stars, but the product stop working after only 5 months. Hardly worth paying $80."
1106,"Needs WiFi, not just Bluetooth","Will not work wirelessly unless you have wireless internet 2.4ghz only, will not work with 5ghz. It will not work with Hughes net WiFi/router at all. If power goes out humidifier does not turn back on. The wireless/power button needs pressed every time it shuts off to reconnect. It does have the option to preset humidity levels, but ONLY through wireless app. If I were using it someplace convenient then I may have better opinion. The app/wireless settings should be part of the manually operated buttons/settings on the machineÿ. Also, after having for a little while I noticed that in needs be filled almost daily. I would buy one with higher capacity next time. I would only recommend if it was for someplace very convenient."
1107,"Let them be peeping toms, or it won't work.","The Auto mode holds the humidity at 40-50%.  I want to change it to hold the humidity closer to 50%.  In order to make this happen, I MUST...

1 - Install some un-trusted app on my PHONE with all my data.
2 - Sign up for an internet account.
3 - Give them whatever personal information they ask for.
4 - Give the app what ever phone permissions it asks for.
5 - ...and I'm assuming, give them network access for the remote functionality to work.

What?  Do you take me for a Rube?
I want Federal Legislation attached to right to repair, to make this sort of practice a violation of federal law.

This thing is a Peloton Bike.  They are both going in the trash, I'll buy something else at brick and mortar."
1108,Good product,"Love it, big water capacity!"
1109,"A smart humidifier, is it worth it?","I bought this unit to be able to adjust humidity levels even when I'm not home. And so far it has been able to do that very well. You are able to adjust the RH level to within a 5% threshold. Meaning if you set it to 60, it will pump the humidity to 65 and wait for it to drop to 55 before it kicks in again.

Pros:
-Big water tank that will last for days or weeks depending on your situation.
-Remote capabilities allowing you to control this unit if you're not home.
-Disable all LEDs, to not disturb your loved ones.

Cons:
-The app tends to crash all the time running on an android. Have not tested on iOS."
1110,SENSOR and AUTO DOESN'T WORK,I'll give it this...it does humidify....sensor and auto mode DO NOT work at all though. I have a few different humidly readers bc I'm a weirdo and the built it in sensor is drastically off by 10%+ at all times. It looks like it's guessing just random numbers which of course causes the auto setting to be completely useless
1111,"Good units, easy to fill.",Haven¡¯t had them long enough to know all the ins and outs but they¡¯re working  as expected. Maybe one day we¡¯ll get around to utilizing all the bells and whistles...
1112,Requires datamining app to change auto humidity level,"Ridiculous they force you to install an app just to change the auto humidity level. The app asks for permission to access contacts, camera, phone, pictures, call logs, etc...  Its crazy intrusive. An app should provide convenience for an appliance, nit be required for normal functions. I have no idea who needs air purifiers and humidifiers on an app but I sure as hell dont. I do need one where I can set automatic humidity but there's no way I'm going to use this datamining app, so this thing is useless to me."
1113,Item doesn't work,"Unfortunately, the item keeps shutting off randomly saying there is no water left, even though there is water. But with no returns allowed on this item, looks like I'm out."
1114,Broken? Probably not.,"I had some trouble at first getting it set up. It sat on the counter for 7 days before I figured out you need to take the big blue chunk of styrofoam out of the base. I tried returning it through Amazon but it wouldn¡¯t let me so I called the support number on the box and the guy was so nice and helpful. Now that I got it working I have to say, most quiet humidifier I¡¯ve ever had. I really only bought it because it was blue tooth but I¡¯m really satisfied with everything else. Would definitely recommend."
1115,Love this humidifier!,I use a humidifier to maintain 50% humidity for drying plants.  So far I'm thrilled with this unit.  The ability to check and control the humidity via the app on my phone is a great feature.  It saves me running up and down stairs multiple times a day to check humidity as well as  the water level.  I'm still on the same tank of water after 3 days.  I've gone through several models and this is by far the winner.
1116,Constantly turns off.,It constantly stops humidifying because it says the tank is empty even after I have just filled it. It only runs for like 2 minutes and then shuts off because it thinks it¡¯s empty.
1117,Not impressed,Bought two first time they ran out of water they quit working
1118,Top-fill feature and smartphone app make this the best.,"I looked into many humidifiers, and 2 weeks after purchasing this I am sold that this was absolutely the best decision. It is extremely intuitive. The app couldn't be easier to navigate, and surprisingly well-coded and interfaced as well. Makes it extremely easy to have multiple humidifiers and be in control from anywhere.
It's 100% silent.
The top fill feature is AMAZING; I just grab the tub and refill at the fridge when needed, then just pop it back on the base. It's clean, there's no water spillage, and I did not realize what a flex this feature was. I almost opted for the smaller, more chic looking option -- but it does not fill from the top so it's always a bit of a ""thing"".
I bought 2 more of these, one to replace the bottom-fill one I got and another for the bedroom since the plants love it so much -- I suppose it is good for humans too! Highly, highly recommend this brand and this specific product."
1119,Overall it good,As good as it¡¯s claims but just lack on the easy to clean. It easy to clean tank on the contrary the base takes a good effort to clean properly.
1120,Inaccurate Humidity Sensor,"The item is defective. We have multiple device at home that can show humidity level. Our Nest, as well as our baby monitor both show the room humidity as 50-55%. However, this humidifier sensors 70%, which is far off."
1121,Exactly as advertised!,Works perfect in all aspects that it comes with and is capable of!
1122,Product Started Leaking less than 3 mos after purchase,"I am using filtered water - yet upon start up -it would whine and squeal loudly - then it started leaking,

Do NOT PUCHASE!"
1123,Horrible! Waste of money.. just stops working.,"I bought this model about 2 years ago and loved it.. but after using everyday for almost 2 years (I live in the desert ) it finally stopped being reliable and efficient .. purchased the same brand but different model in black, but found it to be less convenient to fill than this modelÿ so I repurchased this one and first use it was cracked on the bottom and leaking some weird brown stuff (all over my light colored carpet ).. I had that one replaced, and now this new one has stopped working.. I¡¯ve had it running on and off for less than one week. Can¡¯t return this one because I¡¯ve already had to replace it ?!
Obviously the brand has turned to garbage.
So disappointed."
1124,Works perfectly and easily controlled with phone.,"Great wifi humidifier which can notify you when it¡¯s empty. Does last multiple days, but if running fulltime it may need daily refill. Kept a room at 60% humidity for drying herbs. The fact that you can turn on/off the night light and display lcd is a great and thoughtful feature when used in the kids room."
1125,"if it doesn't work, can it still be called smart?","The humidifier can be controlled by your cell phone. Without the cell phone it is hard to adjust the settings of the humidity level. and there are only three levels for manual control. A analog control seems better than this one.

The biggest problem is that the relative humidity meter is ~10% higher than two of my other humidity meters and make it difficult/impossible to be used in automatic mode. Automatic mode will stop producing mist at 53% of RH. So if you want to keep a 45% RH, you cannot do it with this machine."
1126,Works great for what I need,"I needed one to supplement the humidity for my orchids outdoor on a small porch.  I live in the Texas hill country where it¡¯s not super humid and I don¡¯t have a greenhouse.  I have to refill it almost daily on drier days, but it¡¯s working great for my needs.  And the size is perfect as well.  The Bluetooth function is a plus also.  I can see what the humidity level is without going outside to check it manually."
1127,Don¡¯t buy it you cant return it,The Unit in Night mood still has a display and it¡¯s bright
1128,Doesn¡¯t work. Add water sign keeps coming every 5 seconds,"As per attached picture I filled the water tank to top but every time I turn the humidifier on it starts and then turns off within 5 seconds with error sign showing ¡°Add water¡±.
I also tried reducing water level to half in case I may have too much but it did not help.

Waste of time and effort, it¡¯s going back. I would not recommend it to others."
1129,Works as advertised,"Just started using the Levoit humidifier and it is very quiet.  Mist has a long range and the settings are easy to use. Would recommend.
Update: Still working great and quiet. Does not leak at all. I do agree though, the on / off button doesn¡¯t appear to work well.  I have to push the start button and if I see mist I know it¡¯s on. If I push the mist button and it doesn¡¯t go on then I know it¡¯s off.  Still will use for the mist level and quiet operation."
1130,Buttons Don't Work,I have to sit and push and push and keep working at it to get it to turn on. The buttons do not work.
1131,Got it today and it¡¯s not working!!,Got it today and I can not turn it on. It¡¯s not working and I can not return it!!!
1132,it is true that is a lot of water comes out and makes the floor very wet,I need to know before buying this humidifier if it is true that a lot of water comes out and makes the floor very wet. Thank you
1133,Bad quality water container cracked and leaking water,Bad quality water container cracked and leaking water
1134,Perfect!,"It is silent!! So easy to clean! Not too big and does the job. My plants are way happier with the consistent moisture and my son stopped getting nose bleeds at night. Comparatively very affordable, easy to use, and turns off on it's own when it's empty. I would recommend."
1135,Bad experience,"It is very difficult to properly clean this cause there are crevices that you cannot reach reasonably. The WiFi will occasionally stop working which was annoying. Auto mode allows you to set a desired humidity level but will only turn on once your humidity dips below 5% of your desired level. Then once it¡¯s on, it will go until it reaches 5% above your desired level. So that¡¯s a 10% variance which was very annoying when I tried to use it. Good concept though but the threshold should be less than 5%. The top load was convenient for refilling and it was pretty quiet. Overall though, I don¡¯t recommend buying this. I stopped using my unit after 6 months cause of the annoyances"
1136,I want this to work so badly!!,"I have had two of these. The first made a high pitched noise so I got a replacement sent. The second doesn't make the noise however, it constantly shuts off saying that it's empty when it's not. So frustrating! Especially because this would be the perfect humidifier if only it worked properly. Maybe I just got unlucky but I don't feel like trying again a third time."
1137,"Strong vapor stream, great price","I love that it's quiet.  It's easy to fill, puts out a strong stream of vapor, easy to fill and does the job well"
1138,Very good addition to your room,It¡¯s a nice humidifier comparing tot the others that I have the instruction was pretty straight forward and it holds lot of item giving it a few more day till I give final conclusion but so far it¡¯s done it¡¯s job
1139,Works great!,Just got it. So far so good. Quiet and easy set up.
1140,Exactly what I wanted,"I had a Levoit that I liked, but it was smaller and was a bottom fill. I wanted to stick to Levoit brand, but wanted a larger one that was a top fill. This is exactly what I wanted, and it still has the smart option."
1141,no no no no no, SO HARD TO TURN ON SO HARD TO TURN OFF. Like it works GREAT when it works. But getting it to work IS SO HARD
1142,Humidifier,"This humidifier replaces a model with an interior metal ring that became pitted. My new humidifier surpasses all previous models we¡¯ve purchased. It displays the current humidity level in the room, you can select your ideal humidity range setting, has 2 night light settings, etc.  Highly recommend this one."
1143,when setting the humidity levels via app still does not turn off,"when setting the humidity levels via app still does not turn off, still runs after hitting humidity level set to auto, still have to turn it off and on completely useless feature if i still have to control when on or off.

EDIT: figured out how to get it to work properly app must at least remain running in background on phone to work properly. still a slight disappointment but overall product works well."
1144,Easy set up,Just got 4 of these so I hope they last. Seem pretty high quality and sturdy but cant say much about the internals yet. I have to say the wifi set up was amazing. I buy lots of smart home devices and these were by far the easiest to set up. Excellent app.
1145,Tried alot of humidifers... this one rocks!,Easy setup. Easy app connectivity as well. Directons are well written. Humidifier is only adjustable through the app FYI. If that doesnt bother you then buy this. I noticed a difference right away unlike other cheaper models and brands. works as it should. Buying a second one for our other bedroom.
1146,"Cool concept, but has flaws","The humidifier worked great the first 3 weeks. Week 4 and on, I've been dealing with an issue where the app tells me ""Humidifier is empty"" but it is not empty!!!!!!!!! I can clearly see that the humidifier is full. It stops operating when it gives me this notification so I've been battling with it since then. I tried cleaning it out and still get the prompt. I recommend to stick with a simple humidifier because when adding all these cool tech features something as simple as a bad sensor can ruin the entire operation. I would not recommend this humidifier."
1147,Great product and so quiet!,Great humidifier. So quiet!! Ability to control through the app is great.
1148,Excellent humidifier for large room.,"Humidifier working very.  It is quiet, easy to fill and is good for a large room."
1149,Emits a high pitched noise when on!,It mostly works as it should. But the high pitched noise makes it unbearable to use at night.
1150,This is an amazing product for the price!,Absolutely best product of its type in market. Highly recommend buying this.
1151,LOVE this,"I have had several humidifiers and this by far is the best. I love the size of the tank I don¡¯t have to read it every day or even every other day. It is beyond quiet. The top fill is amazing I don¡¯t have to remove the entire tank. The only problem is the buttons are all digital and it did not come with a manual.  There¡¯s a few things on there I¡¯m not sure what they mean.

update10/17/21  I am not able to use the pad on the front very easily - none of the setting stay.
Alexa is hooked up but without some direction this has been slightly difficult to figure out.  It did not come with instruction manual, the pads for oils, adn I am slightly more irritated now than before.  I am considering send this back if I am not able to use the phone app thourgh Alexia to change the setings easily."
1152,Plant love it,"Item recieved works is as advertised. No damage on the item, and is in pristine condition. Can hold a large amount of water. Able to auto set max 8% humidity before rest via Bluetooth. Plants thrives with this item. Humidifier is quite and its modern look doesn't make it look like an eyesore."
1153,Works great!,Love that I can fill it from the top. Seems to last a lot longer than my last cheap vicks humidifier I had. Very quiet. I use it in my two year olds bedroom when he¡¯s sick. I¡¯ve noticed that when he¡¯s sick and we have it on he ends up turning his body to the complete opposite side of the bed just to get closer to it. Not sure if it coincidental or not though..
1154,Ease of use,Excellent humidifier.  We bought 2 and they work great.
1155,Keep clean and dump water every day,Works expected and helps me sleep better
1156,Awesome!,This humidifier comes with an app. It¡¯s easy to use and the app is easy to navigate. I set it and forget it. Humidifier fits well in my 5x5 and my girls love it!
1157,As advertized,"This product is worth buying, it's easy to use and works very well."
1158,The Best Humidifier,"I've tried my share of humidifiers since living in Arizona and then back to Sacramento.  This unit is so quiet you can't tell if it's on other than seeing the mist coming out of the top of it.  It's easy to fill with water, easy to clean.  And you can use scented oils, if you want.  This one is the one that does it for me!"
1159,"Quiet, accurate humidity control",This unit is well-designed and built; easy to operate using front panel controls.  Using in 'auto' mode does a good job of controlling the room (a bedroom) humidity at a comfortable 45% level.  QUIET operation makes is just great for using while one is sleeping.  2 thumbs up!
1160,So far so good!,"Had this several weeks now, absolutely love it. I make sure to use distilled water."
1161,It¡¯s okÿ..,I feel like for a levoit this should be better. Not impressed
1162,Llego r¨¢pido f¨¢cil de instalar," Lo tengo en med y tira fuerte,no ruido f¨¢cil de controlar y limpiar"
1163,Excellent surprise,"I ordered this. Humidifier as my current one needed to be replaced after seven years of use. Surprised because this new one is so quiet you cannot even tell it is on. That, and I didn't realize it was Bluetooth accessible with an app, which is terrific! I was able to set it up in under 5 minutes and get it running. My only issue is the need to use distilled water. Also, no filter in the event I use purified water instead. Beyond these two minor points, this is a great appliance."
1164,Best Humidifier I¡¯ve Ever Had,"Reason I bought this was because of the easy to clean, large opening.  I¡¯ve been searching for an easy to clean humidifier for years. I¡¯m sick of slimy deposits in hard to clean spaces on my old one!

This one is so quiet, even say it¡¯s silent!  It gives off a good amount of moisture too.  Settings are great overall, except the sleep mode can only be with the auto setting which does not read correctly so it doesn¡¯t run at night as much as I¡¯d like it too.  So I don¡¯t use sleep mode and know the light display will be bright.

Overall, this is a big winner!!! Already planning to buy another one fir my daughter¡¯s room."
1165,Great product!,"I had major sinus reconstruction surgery and the surgeon told me to purchase a cool mist humidifier to help with my recovery. After much research I decided to give this product a try.  I am so happy I decided on this item for the following reasons:

* Holds a large amount of water so we do not need to fill it as often.  We run this 24-7 and it is operating flawlessly and making a huge difference in making my nose and throat not dried out.
* Easy to clean
* Does NOT leak
* User friendly
* Puts out a large amount of steady mist
* You can adjust the direction of the mist
* Works great in a large space
* Easy to move to a different location
* We live in California where it is hot and dry.  With this product running, we can feel a difference in the air.  No longer feels dry and stuffy. We plan to use this daily, even after I have completely recovered from the sinus surgery.

GREAT PRODUCT, WORTH EVERY DOLLAR!"
1166,Great humidifier,"Super easy to use. The phone app is also easy to use and is actually easier to use to set up the humidifier than the on-screen buttons. It does a very good job of keeping the room at the desired humidity level, and is actually very efficient with the water. I've never used an entire tanks worth of water in the amount of time before I have to empty it and clean it. Speaking of cleaning, it's really nice to have the tank with a lid on the top, because it's really easy to get in there and clean. My other humidifier is a bottom feeding humidifier, and it's a paint clean."
1167,Humidifier for great!,Works great and I sleep comfortably
1168,Loved it !,"Just as described, loved it great price for value"
1169,Very quiet!,Just received this today.We had to return another brand because the noise  kept us up all night.I love this humidifier. There is absolutely no noise! The night light & sleep features are really nice.The mist started right away & is very strong on the high settings.
1170,Love the humidifier,"Like all the features. The phone app. The cleaning is easy., night light."
1171,One of my favorite products!!!!!!!!,I am obsessed. It helps with my husband and babies breathing. ABSOLUTELY NO NOISES!!!!
1172,Great product that is incredibly quiet,"This device is great. The humistat turns it off when the humidity threshold is reached which is wonderful because it means that the tank will last for quite a while. The only downside is that the app has some connectivity issues, but it's a minor inconvenience and this device is still five stars."
1173,It was easy to operate,It was more than expected.
1174,Dosent runn all night,Did well on first fill then it doesn't run all night just for a short time
1175,It works great,Good seller
1176,Great humidifier,So far its a great machine. Helps me breath better in this dry town where i live.
1177,Works greatÿ when it actually works,My device always goes off line when I power it off and power it back on. Cannot seem to turn WiFi back on without having to go into a pairing mode. Only way to get it working over WiFi again is to pair and add the device again from scratch.
1178,Great humidifier,"I really love this humidifier for my plant babies, and they love it too. I didn't know i can connect my cell phone to it...shame on me for not reading the manual."
1179,Great for a greenhouse cabinet,I bought other humidifiers for my IKEA Greenhouse cabinet and they didn¡¯t work at all. They were inconsistent and had inaccurate humidistats. This was worth the money. It keeps everything at the humidity level that I need it at consistently. The app is cool too and shares lots of valuable info.
1180,Absolutely Worth It!,"We've noticed such a difference since we started using the levoit humidifier! The machine is ultra quiet, turns off automatically if you forget to refill, has a trust app, and the cool steam means we don't have to worry about kids or pets shoving their face into it.  Cleaning is a breeze, which is what drew us to this model - and now we have 2!"
1181,Absolutely love!,This is perfect in my bedroom!!! It is very quiet. I love you can change how much mist it puts out. Best part is you can top fill it or take it off the base and fill up in sink. Very easy to use.
1182,"5 weeks, then sprung a leak.","It started leaking at the bottom after 5 weeks. How hard is it to make a humidifier that doesn't spring a leak. Fyi, don't buy used goods from Amazon, especially if the price difference is less than 20%. Will the manufacturer honor the original warranty??"
1183,Convenient to use room humidifier,"I¡¯ll start by saying that I use a room humidifier to keep my guitar and mandolin collection happy. This is my third humidifier and there are definitely differences. My first one was a levity but you had to remove the tank and fill it in the bathtub which was a pain. This model is a top fill and it¡¯s very convenient. Once you do the initial tank fill with the tank off, you can replenish the water from the topÿ..very convenient.

Yes, this type of humidifier does leave a white dust that collects on everything, a real pain when it gets on my guitars. A little trick I tried which seems to be working is to buy a cheap Brita water pitcher. It takes out most of the impurities which is what most of the dust consists of. It¡¯s a little more work but I don¡¯t have to buy gallons of distilled water. My last humidifier lasted 3 years so hopefully this one will give me similar service."
1184,Stopped working after a month,Most stopped working and I¡¯ve only had it for a month!
1185,Does what I expected and is easy to fill and clean,The night mode is difficult to understand
1186,Keeps shutting off,"I bought this humidifier for the auto setting that keeps the room at your desired humidity level. Unfortunately, that setting does not work very well as the humidifier keeps turning off on it¡¯s own and not turning back on when the humidity drops. I have it set to 65% for my tropical plants and today it got down to 45% and never turned on. I¡¯ve tried putting it in manual mode so that it doesn¡¯t auto shut off but it will still turn off on it¡¯s own after some time. I can¡¯t figure out how to keep it running consistently and it¡¯s very frustrating. It stays on for about 10-20 minutes and then just shuts itself off so I have to keep turning it back on."
1187,"Looks nice, works great.","Previous humidifier that had to be filled from the bottom. What a pain.
This one makes for easy refills (top-filled) works as expected, and it looks really nice. My only gripe is that i don't see a way to set the target humidity without using the app. Meh. I'll live :)"
1188,Good for hot weather.,Need to cool the room when hot weather here in Las Vegas.
1189,Leaks all over after 3 weeks,Leaks all over after 3 weeks. The float valve seems to be the culprit. Does not pair with google onhub. Returning..
1190,Amazing and Quitet,"I have had 2 other humidifiers over the past 6 or so years and this is the best.  The first made gurgling noises during the night, and the second one leaked, and the lights wouldn't shut off.  This one is noise-free, yes, you don't hear a thing, easy to fill and all the lights go out to make it for a dark night's sleep!"
1191,"Buttons awkward, leaves everything g around it soaking wet","This is fine if you love to place towels all around it. It spits a ton of water in droplets are not exactly mistÿ the buttons are weird & it is hard to know if you pushed them or not. The light is way toooooo bright. We have two different brands also that are way better than this one. It works but is more like a lawn sprinkler than a humidifier. Also, this one does not seem to spray the mist into the air with as much force (maybe the fan is weak?) as the other ones we have so it barely gets past the machine and does not go more than few inches above the machine."
1192,Love it!,"Has been working great! Completely silent, pumps out mist.  Easy to refill.  I like that I can turn the mist in different directions to get different plants.  Runs for almost 3 days on medium."
1193,High Pitched Electric noise when running,"Was very hopeful for this unit. Product puts out a decent amount of vapor, but has a high pitch electric sound that makes it impossible to sleep. I¡¯ve tried moving it away from my bed but the noise still bounces around my bedroom. If you are a light sleeper this product will annoy you."
1194,Came cracked,"I really like this item, but it came with the water-holding plastic bit cracked and leaks water. If I could get just the top plastic water bit I wouldn't return it."
1195,Wish it has more manual control on the front panel,"So far so good. It is nice to be able to control via app but sometimes having the manual control right on the unit is very useful and convenient.
Great to able to fill from the top but nervous if the kids may accidentally bump onto it and make a big mess.
I guess I need to see a bit longer if any leak complaints as in a few of the reviews."
1196,Amazing and game changer,"1) being able to fill from the top a game changer from our former lift out, flip upside down, leak all over the place, and heavily try to replace. In our three months of usage have probably paid for the unit in saved distilled water. Having it monitor humidity is amazing- from our old dumb humidifier which needed a bottle of distilled water a day it is more once a month now. Alexa integration perfect! Can¡¯t say enough positives about this unit."
1197,Broke 3 months after use,Broke one month after the return policy expired and they wouldn¡¯t return or replace it. I just wanted a replacement but they won¡¯t do it even though I¡¯ve owned this 3 months. I have four of these and this is the only one that¡¯s broken. I need to buy 3 more but I will no longer be purchasing anymore humidifiers from this company since they refuse to replace a defective product.
1198,The app makes this humidifier incredibly easy to operate,"I bought this humidifier for my plants. I appreciate the large tank, as I only need to refill it every4th -5th day in the summer. The noise level is fine (you can hear a high pitch sound when it's on, but I am OK with that). The app and the large tank makes this a very low maintenance humidifier. I recognize this is on the pricier end, which can be a deciding factor for most. We bought a ""Like New"" unit, which made the steep price tag a non-issue. Recommended."
1199,Quality,Great product dependable
1200,Leaks!,"I loved this humidifier for about 2 months and so did my plants. The smart features are great and I kept it on auto 24/7, I also cleaned it once a week. But unfortunately like some other customers I came home the other night to it leaking water everywhere.
I also have a Levoit Air Purifier that I love!"
1201,works good but,needs to have some air circulation for it to properly cover 500sq ft. if you set it to 50% it will be 50% right next to it but move a hydrometer 6 ft away and it drops to 40% if you dont have good air circulation it wont bring a whole room to a specific %.  best to run a small fan near it or have some kind of air movment.
1202,Returned,"Had to return. The power button was useless, I¡¯d press it and nothing would happen. I had to use the app to turn it on.

Then it started saying add water, even when it was full. I would clean it and change the water and still, wouldn¡¯t work. Disappointed but I found a different one from another brand that works for my needs"
1203,Good product,Easy to fill & visualize water remaining. Auto shut off. Can tell Alexa to turn off & on
1204,Its removable you can bring the tank to the water or the water to the tank.,It's smart so it can be programmed if you need to protect products that need more moisture for their overall function this is for you
1205,Looks like it is going to be TRASH!(Update),"I have had this humidifier for a few days now, and so here is my problem. How is it when you have this in a grow tent that is a 36x36x72 to keep humidity at a set % and the humidifier shows that set humidity, but your two humidity gages are reading a totally different % and it is definitely way out of the ¡À 5%.  Example 1 gage reads 38% and the other is reading at 43% and the humidifier is set at 60% give or take ¡À5%... so is it Broke or just straight TRASH? Guess we will see what the company wants to do about fixing this issues with me or not. Photos coming tomorrow. Lights out now, so have to wait.

So, after reaching out to customer service about my issue with their humidifier, the company issued a complete replacement the next day. Thank you. This one works just as described!"
1206,It is out shot off, Use it 24/7 it gives nose mist...just perfect.
1207,Easy to install and use,"Works great . The noise level is quiet . Works great with Alexa , and you can also even put essential oils in it to make the room smell good and help you relax"
1208,Plant and family favorite,My plants and my family love this humidifier! I especially love the easy top fill and how I can control it from my phone!
1209,Warning Dont Listen to All the Articles Promoting This Product....Pure Garbage,"Poor design. Worked for a couple days then continually leaked everywhere. Ive tried several humidifiers ranging in price from 30$ to 80$, this was the most expensive Ive tried and by far the worst."
1210,So far so good,"I bought this one for my plants and love it. The coolest part is that you can control your humidifier with your phone. Also you can schedule certain time for your plants for for your place.
Very quiet, easy to use, and easy to clean!"
1211,Update,"Update:
After i did some online research it came up that the air quality changes, cost by the humidifier are not harmful.
The device is amazing. Extremely user friendly.

Honestly, im not sure how to comment on this. Its worm great-integrates with Alexa for no time, app works amazing, its not loud-(almost) perfection. The thing that is really bothering  me is that every time I turn it on my Dyson Air Purifier indicates higher (not safe) levels of PM2.5 and PM10 with tab or destinated water, which means that this humidifier lowers my air quality. I love the machine but i will be returning it."
1212,Good for the price,"Surprised how well this one works. I've ordered 3 humidifiers from Amazon now, the 1st worked well for a couple months then quit completely. The second never arrived and this one is a vat improvement from the others. Love the light up display and the top fill. Very quiet you won't even notice its there"
1213,Exceeding expectations,I bought this to put nest plants. It has exceeded my expectations! Filling up the water container was very easy with the entire top coming off. The app was easy to use. You can add multiple devices in the app as well.
1214,Won't connect to the app.,"Overall a decent product, but I've tried everything and it simply will not connect via Bluetooth to the app. I was hoping to use voice control with Alexa,but nope."
1215,Great affection, Perfect fit for home
1216,So great I have 3. :D,"Got one, then two, now I have three. Great brand. App is nice, too. :)"
1217,Best product I have bought ever,"The product itself is amazing, has a lot of features that have easy access via the app and voice commands as well.
What's outstanding about this is the customer support, I have never dealt with better ones they made it easy to fix my problem in no time, I would give it ten stars it it was just for customer service.
It is completely noiseless, you can use essential oils, and the scent is steadily diffused through out the night."
1218,Plenty of Adjustable Mist,The large water tank and adjustable mist works perfectly in our open floor plan living area.
1219,Great for the price,"Got this mainly for my houseplants but also to help with my sinuses at night. I just got it so don't have any long term experience but I'm thrilled with it so far. Super quiet, easy to use and setup. The app controls work well. It holds plenty of water so it doesn't need to be filled daily. Filling out a quick form online gets you an extra year of warranty so you get 2 years worth. Looks sleek unlike some other humidifiers. Very happy with it as of right now, will update in the future if that changes."
